9.900000e+01 0.000000e+00 -1.312219e-17 1.765589e-17 0.000000e+00 1.721918e-34 3.117304e-34 0.000000e+00 2.965001e-68 9.717583e-68 0.000000e+00 -3.149328e-19 4.017057e-19 0.000000e+00 9.918267e-38 1.613674e-37 0.000000e+00 9.837203e-75 2.603945e-74 0.000000e+00 2.563379e-05 -2.282630e-08 0.000000e+00 6.570909e-10 5.210398e-16 0.000000e+00 4.317685e-19 2.714825e-31 0.000000e+00 -1.000000e-01 1.000000e-02 1.000000e-04 -1.803469e-10 3.252500e-20 
9.900000e+01 1.000000e+00 -1.312219e-17 1.765589e-17 0.000000e+00 1.721918e-34 3.117304e-34 0.000000e+00 2.965001e-68 9.717583e-68 0.000000e+00 -3.149328e-19 4.017057e-19 0.000000e+00 9.918267e-38 1.613674e-37 0.000000e+00 9.837203e-75 2.603945e-74 0.000000e+00 2.563379e-05 -2.282630e-08 0.000000e+00 6.570909e-10 5.210398e-16 0.000000e+00 4.317685e-19 2.714825e-31 0.000000e+00 -1.000000e-01 1.000000e-02 1.000000e-04 -1.803469e-10 3.252500e-20 
1.990000e+02 0.000000e+00 -7.901748e-17 8.861255e-17 0.000000e+00 6.243762e-33 7.852183e-33 0.000000e+00 3.898457e-65 6.165678e-65 0.000000e+00 -7.380936e-19 5.935999e-19 0.000000e+00 5.447822e-37 3.523609e-37 0.000000e+00 2.967877e-73 1.241582e-73 0.000000e+00 9.337267e-05 -6.094236e-07 0.000000e+00 8.718455e-09 3.713972e-13 0.000000e+00 7.601146e-17 1.379358e-25 0.000000e+00 -9.999301e-02 9.998602e-03 9.997204e-05 2.699871e-07 7.289304e-14 
1.990000e+02 1.000000e+00 -7.901748e-17 8.861255e-17 0.000000e+00 6.243762e-33 7.852183e-33 0.000000e+00 3.898457e-65 6.165678e-65 0.000000e+00 -7.380936e-19 5.935999e-19 0.000000e+00 5.447822e-37 3.523609e-37 0.000000e+00 2.967877e-73 1.241582e-73 0.000000e+00 9.337267e-05 -6.094236e-07 0.000000e+00 8.718455e-09 3.713972e-13 0.000000e+00 7.601146e-17 1.379358e-25 0.000000e+00 -9.999301e-02 9.998602e-03 9.997204e-05 2.699871e-07 7.289304e-14 
2.990000e+02 0.000000e+00 -2.014106e-16 2.109322e-16 0.000000e+00 4.056621e-32 4.449241e-32 0.000000e+00 1.645618e-63 1.979575e-63 0.000000e+00 -2.526535e-18 2.056990e-18 0.000000e+00 6.383380e-36 4.231208e-36 0.000000e+00 4.074754e-71 1.790312e-71 0.000000e+00 1.947040e-04 -4.028126e-06 0.000000e+00 3.790963e-08 1.622580e-11 0.000000e+00 1.437140e-15 2.632767e-22 0.000000e+00 -9.991012e-02 9.982032e-03 9.964096e-05 1.481296e-06 2.194237e-12 
2.990000e+02 1.000000e+00 -2.014106e-16 2.109322e-16 0.000000e+00 4.056621e-32 4.449241e-32 0.000000e+00 1.645618e-63 1.979575e-63 0.000000e+00 -2.526535e-18 2.056990e-18 0.000000e+00 6.383380e-36 4.231208e-36 0.000000e+00 4.074754e-71 1.790312e-71 0.000000e+00 1.947040e-04 -4.028126e-06 0.000000e+00 3.790963e-08 1.622580e-11 0.000000e+00 1.437140e-15 2.632767e-22 0.000000e+00 -9.991012e-02 9.982032e-03 9.964096e-05 1.481296e-06 2.194237e-12 
3.990000e+02 0.000000e+00 -3.739344e-16 3.782005e-16 0.000000e+00 1.398269e-31 1.430356e-31 0.000000e+00 1.955156e-62 2.045920e-62 0.000000e+00 -1.809951e-18 1.357458e-18 0.000000e+00 3.275921e-36 1.842691e-36 0.000000e+00 1.073166e-71 3.395511e-72 0.000000e+00 3.216228e-04 -1.491365e-05 0.000000e+00 1.034412e-07 2.224168e-10 0.000000e+00 1.070009e-14 4.946924e-20 0.000000e+00 -9.969780e-02 9.939652e-03 9.879668e-05 2.660687e-06 7.079254e-12 
3.990000e+02 1.000000e+00 -3.739344e-16 3.782005e-16 0.000000e+00 1.398269e-31 1.430356e-31 0.000000e+00 1.955156e-62 2.045920e-62 0.000000e+00 -1.809951e-18 1.357458e-18 0.000000e+00 3.275921e-36 1.842691e-36 0.000000e+00 1.073166e-71 3.395511e-72 0.000000e+00 3.216228e-04 -1.491365e-05 0.000000e+00 1.034412e-07 2.224168e-10 0.000000e+00 1.070009e-14 4.946924e-20 0.000000e+00 -9.969780e-02 9.939652e-03 9.879668e-05 2.660687e-06 7.079254e-12 
4.990000e+02 0.000000e+00 -5.908127e-16 5.892426e-16 0.000000e+00 3.490597e-31 3.472069e-31 0.000000e+00 1.218427e-61 1.205526e-61 0.000000e+00 -2.711416e-18 2.300830e-18 0.000000e+00 7.351775e-36 5.293818e-36 0.000000e+00 5.404860e-71 2.802451e-71 0.000000e+00 4.660419e-04 -4.003664e-05 0.000000e+00 2.171951e-07 1.602932e-09 0.000000e+00 4.717370e-14 2.569392e-18 0.000000e+00 -9.940000e-02 9.880360e-03 9.762152e-05 3.179535e-06 1.010945e-11 
4.990000e+02 1.000000e+00 -5.908127e-16 5.892426e-16 0.000000e+00 3.490597e-31 3.472069e-31 0.000000e+00 1.218427e-61 1.205526e-61 0.000000e+00 -2.711416e-18 2.300830e-18 0.000000e+00 7.351775e-36 5.293818e-36 0.000000e+00 5.404860e-71 2.802451e-71 0.000000e+00 4.660419e-04 -4.003664e-05 0.000000e+00 2.171951e-07 1.602932e-09 0.000000e+00 4.717370e-14 2.569392e-18 0.000000e+00 -9.940000e-02 9.880360e-03 9.762152e-05 3.179535e-06 1.010945e-11 
