5.000000e-01 -9.945334e-02 9.891278e-03 2.824026e-10 0.000000e+00 8.399305e-06 0.000000e+00 -3.504529e-05 6.548200e-09 0.000000e+00 -5.256793e-02 -2.090004e-03 0.000000e+00 0.000000e+00
1.500000e+00 -9.943655e-02 9.887948e-03 4.547229e-10 0.000000e+00 2.530222e-05 0.000000e+00 -9.453609e-05 1.944864e-08 0.000000e+00 -1.418041e-01 -6.296381e-03 0.000000e+00 0.000000e+00
2.500000e+00 -9.940274e-02 9.881249e-03 8.064886e-10 0.000000e+00 4.252132e-05 0.000000e+00 -1.427032e-04 3.200088e-08 0.000000e+00 -2.140547e-01 -1.058233e-02 0.000000e+00 0.000000e+00
3.500000e+00 -9.935150e-02 9.871101e-03 1.352764e-09 0.000000e+00 6.027335e-05 0.000000e+00 -1.809440e-04 4.397855e-08 0.000000e+00 -2.714160e-01 -1.500237e-02 0.000000e+00 0.000000e+00
4.500000e+00 -9.928219e-02 9.857385e-03 2.117937e-09 0.000000e+00 7.877902e-05 0.000000e+00 -2.104984e-04 5.513536e-08 0.000000e+00 -3.157477e-01 -1.961205e-02 0.000000e+00 0.000000e+00
5.500000e+00 -9.919394e-02 9.839940e-03 3.138734e-09 0.000000e+00 9.826326e-05 0.000000e+00 -2.324623e-04 6.520665e-08 0.000000e+00 -3.486935e-01 -2.446800e-02 0.000000e+00 0.000000e+00
6.500000e+00 -9.908567e-02 9.818564e-03 4.470053e-09 0.000000e+00 1.189507e-04 0.000000e+00 -2.478015e-04 7.392385e-08 0.000000e+00 -3.717023e-01 -2.962679e-02 0.000000e+00 0.000000e+00
7.500000e+00 -9.895604e-02 9.793013e-03 6.195619e-09 0.000000e+00 1.410523e-04 0.000000e+00 -2.573660e-04 8.103503e-08 0.000000e+00 -3.860490e-01 -3.514153e-02 0.000000e+00 0.000000e+00
8.500000e+00 -9.880356e-02 9.763011e-03 8.445413e-09 0.000000e+00 1.647380e-04 0.000000e+00 -2.619026e-04 8.632736e-08 0.000000e+00 -3.928539e-01 -4.105502e-02 0.000000e+00 0.000000e+00
9.500000e+00 -9.862657e-02 9.728261e-03 1.141988e-08 0.000000e+00 1.900907e-04 0.000000e+00 -2.620677e-04 8.964808e-08 0.000000e+00 -3.931015e-01 -4.738820e-02 0.000000e+00 0.000000e+00
