9.999995e-01	 6.903399e-04	 6.903399e-04	 0.000000e+00	 7.071068e-01	 7.071068e-01	 0.000000e+00	 9.575533e-05	 9.787766e-05	 0.000000e+00
9.999987e-01	 1.133565e-03	 1.133566e-03	 1.383160e-10	 7.071064e-01	 7.071071e-01	 8.628010e-08	 1.792236e-04	 1.895442e-04	 -1.098809e-11
9.999980e-01	 1.418130e-03	 1.418138e-03	 1.115698e-09	 7.071047e-01	 7.071089e-01	 5.563069e-07	 2.517046e-04	 2.754562e-04	 -7.047356e-11
9.999974e-01	 1.600825e-03	 1.600852e-03	 3.835285e-09	 7.071007e-01	 7.071129e-01	 1.694085e-06	 3.143786e-04	 3.560370e-04	 -2.199559e-10
9.999970e-01	 1.718111e-03	 1.718173e-03	 8.909045e-09	 7.070941e-01	 7.071195e-01	 3.666546e-06	 3.683166e-04	 4.316799e-04	 -4.850652e-10
9.999968e-01	 1.793401e-03	 1.793511e-03	 1.661113e-08	 7.070851e-01	 7.071285e-01	 6.549281e-06	 4.144897e-04	 5.027493e-04	 -8.759621e-10
9.999966e-01	 1.841724e-03	 1.841896e-03	 2.695869e-08	 7.070738e-01	 7.071397e-01	 1.034997e-05	 4.537780e-04	 5.695838e-04	 -1.391997e-09
9.999965e-01	 1.872733e-03	 1.872977e-03	 3.980614e-08	 7.070607e-01	 7.071528e-01	 1.502903e-05	 4.869782e-04	 6.324972e-04	 -2.026031e-09
9.999964e-01	 1.892625e-03	 1.892950e-03	 5.492003e-08	 7.070461e-01	 7.071675e-01	 2.051700e-05	 5.148109e-04	 6.917811e-04	 -2.767507e-09
9.999964e-01	 1.905378e-03	 1.905791e-03	 7.203017e-08	 7.070303e-01	 7.071833e-01	 2.672829e-05	 5.379276e-04	 7.477057e-04	 -3.604409e-09
9.999963e-01	 1.913548e-03	 1.914053e-03	 9.086150e-08	 7.070135e-01	 7.072000e-01	 3.357131e-05	 5.569164e-04	 8.005221e-04	 -4.524422e-09
9.999963e-01	 1.918774e-03	 1.919375e-03	 1.111523e-07	 7.069961e-01	 7.072175e-01	 4.095543e-05	 5.723081e-04	 8.504630e-04	 -5.515591e-09
9.999963e-01	 1.922111e-03	 1.922811e-03	 1.326634e-07	 7.069781e-01	 7.072354e-01	 4.879538e-05	 5.845808e-04	 8.977445e-04	 -6.566664e-09
9.999963e-01	 1.924234e-03	 1.925034e-03	 1.551821e-07	 7.069598e-01	 7.072537e-01	 5.701360e-05	 5.941648e-04	 9.425673e-04	 -7.667245e-09
9.999963e-01	 1.925578e-03	 1.926480e-03	 1.785223e-07	 7.069412e-01	 7.072723e-01	 6.554124e-05	 6.014470e-04	 9.851174e-04	 -8.807850e-09
9.999963e-01	 1.926421e-03	 1.927426e-03	 2.025234e-07	 7.069225e-01	 7.072910e-01	 7.431828e-05	 6.067749e-04	 1.025568e-03	 -9.979900e-09
9.999963e-01	 1.926943e-03	 1.928051e-03	 2.270479e-07	 7.069036e-01	 7.073099e-01	 8.329306e-05	 6.104597e-04	 1.064078e-03	 -1.117568e-08
9.999963e-01	 1.927258e-03	 1.928470e-03	 2.519792e-07	 7.068846e-01	 7.073289e-01	 9.242154e-05	 6.127804e-04	 1.100798e-03	 -1.238828e-08
9.999963e-01	 1.927441e-03	 1.928757e-03	 2.772183e-07	 7.068655e-01	 7.073480e-01	 1.016664e-04	 6.139861e-04	 1.135866e-03	 -1.361154e-08
9.999963e-01	 1.927538e-03	 1.928958e-03	 3.026821e-07	 7.068464e-01	 7.073671e-01	 1.109964e-04	 6.142989e-04	 1.169409e-03	 -1.484001e-08
9.999963e-01	 1.927580e-03	 1.929105e-03	 3.283007e-07	 7.068273e-01	 7.073862e-01	 1.203851e-04	 6.139169e-04	 1.201546e-03	 -1.606884e-08
9.999963e-01	 1.927587e-03	 1.929216e-03	 3.540156e-07	 7.068081e-01	 7.074053e-01	 1.298105e-04	 6.130159e-04	 1.232389e-03	 -1.729377e-08
9.999963e-01	 1.927571e-03	 1.929304e-03	 3.797777e-07	 7.067889e-01	 7.074245e-01	 1.392544e-04	 6.117517e-04	 1.262040e-03	 -1.851105e-08
