2.774906e+00	 2.761671e+00	 -2.651942e-02	 1.513695e-07	 7.568477e-08	 3.452502e-310	 1.000000e+00	 1.000000e+00	 1.000000e+00	 1.785447e-13	 8.927235e-14	 0.000000e+00	 1.680060e-10	  1.680060e-10	 -1.332542e-12	 1.000000e+00
7.676895e+01	 7.649971e+01	 7.032579e-03	 2.991074e-07	 1.554384e-07	 9.017721e-08	 1.000000e+00	 1.000000e+00	 1.000000e+00	 8.498868e-14	 4.943555e-14	 1.063666e-13	 4.662010e-09	  4.639773e-09	 3.533808e-13	 1.000000e+00
2.125542e+03	 2.117375e+03	 -1.865086e-03	 5.469984e-07	 2.835594e-07	 1.505558e-07	 1.000001e+00	 1.000000e+00	 1.000000e+00	 1.159916e-13	 5.945029e-14	 1.803502e-14	 1.289765e-07	  1.285241e-07	 -9.371273e-14	 1.000000e+00
5.883853e+04	 5.861769e+04	 4.945097e-04	 8.864282e-07	 4.610929e-07	 2.387353e-07	 1.000001e+00	 1.000001e+00	 1.000000e+00	 7.776702e-14	 4.217266e-14	 1.521780e-14	 3.571039e-06	  3.557318e-06	 2.485230e-14	 1.000000e+00
1.628839e+06	 1.622687e+06	 -1.312420e-04	 1.355631e-06	 7.097228e-07	 3.595688e-07	 1.000002e+00	 1.000001e+00	 1.000001e+00	 3.065448e-14	 2.132989e-14	 1.728946e-15	 9.885227e-05	  9.848125e-05	 -6.590311e-15	 1.000001e+00
4.509083e+07	 4.492081e+07	 3.470369e-05	 2.004226e-06	 1.058197e-06	 5.247625e-07	 1.000003e+00	 1.000002e+00	 1.000001e+00	 -3.446631e-14	 -7.534040e-15	 -1.721017e-14	 2.736548e-03	  2.726213e-03	 1.748093e-15	 1.000001e+00
1.248245e+09	 1.243537e+09	 -9.304162e-06	 2.900619e-06	 1.546903e-06	 7.503377e-07	 1.000005e+00	 1.000003e+00	 1.000001e+00	 -1.247006e-13	 -4.764345e-14	 -4.341378e-14	 7.575532e-02	  7.546967e-02	 -4.632032e-16	 1.000001e+00
3.455503e+10	 3.442469e+10	 2.366465e-06	 4.139205e-06	 2.232700e-06	 1.057976e-06	 1.000008e+00	 1.000004e+00	 1.000002e+00	 -2.497331e-13	 -1.033915e-13	 -7.965460e-14	 2.097128e+00	  2.089217e+00	 1.232198e-16	 1.000002e+00
9.565830e+11	 9.529748e+11	 -7.285177e-07	 5.850209e-06	 3.195694e-06	 1.476946e-06	 1.000012e+00	 1.000006e+00	 1.000003e+00	 -4.229769e-13	 -1.808882e-13	 -1.297693e-13	 5.805453e+01	  5.783556e+01	 -3.229617e-17	 1.000003e+00
2.648098e+13	 2.638109e+13	 9.225393e-08	 8.213214e-06	 4.548835e-06	 2.046659e-06	 1.000018e+00	 1.000010e+00	 1.000004e+00	 -6.630125e-13	 -2.886366e-13	 -1.990566e-13	 1.607117e+03	  1.601055e+03	 8.945774e-18	 1.000004e+00
7.330698e+14	 7.303048e+14	 -1.254100e-07	 1.147578e-05	 6.451517e-06	 2.820030e-06	 1.000025e+00	 1.000014e+00	 1.000006e+00	 -9.955760e-13	 -4.384733e-13	 -2.948331e-13	 4.448964e+04	  4.432182e+04	 -1.991353e-18	 1.000006e+00
2.029349e+16	 2.021694e+16	 -6.768676e-08	 1.597901e-05	 9.128854e-06	 3.867867e-06	 1.000036e+00	 1.000020e+00	 1.000009e+00	 -1.456314e-12	 -6.468787e-13	 -4.271987e-13	 1.231602e+06	  1.226956e+06	 9.091103e-19	 1.000009e+00
